"GEOID","NAME","IncomeE","PopE","AgeE","HouseValueE","HouseholdSizeE","NumHouseE","BirthPlace_Born in state of res","BirthPlace_Born in other state","BirthPlace_Native; born outside","BirthPlace_Foreign born:","Industry_Agric","Industry_Const","Industry_Manuf","Industry_Whole","Industry_Retai","Industry_Trans","Industry_Infor","Industry_Finan","Industry_Profe","Industry_Educa","Industry_Arts,","Industry_Other","Industry_Publi","HouseType_Owner occupied","HouseType_Renter occupied","Race_White alone","Race_Black or African American","Race_American Indian and Alaska","Race_Asian alone","Race_Native Hawaiian and Other","Race_Some other race alone","Race_Two or more races:","geometry","AREA","NumColleges","DistToRiver","MinDistToHwy","NumHwys","AnyHwys","avg_elevation","pctWhite","incomeThousands"
"27123040502","Census Tract 405.02; Ramsey County; Minnesota",56579,2642,47,271100,2.14,1158,0.813777441332324,0.145344436033308,0.00492051476154429,0.0359576078728236,0,0.0980573543015726,0.14986123959297,0.0212765957446809,0.178538390379278,0.0823311748381129,0.0129509713228492,0.0712303422756707,0.0684551341350601,0.185938945420907,0.0814061054579093,0.0342275670675301,0.0157261794634598,0.64594127806563,0.35405872193437,0.907267221801665,0.0295230885692657,0.00227100681302044,0.0397426192278577,0,0.00340651021953066,0.0177895533686601,list(list(c(2876474.48781936, 2878953.03837896, 2878930.95075721, 2881534.26284883, 2882112.13720405, 2881428.21601576, 2880973.88575203, 2880417.92753983, 2878917.96939983, 2878255.37590411, 2876956.66137501, 2876948.2310682, 2876940.2280353, 2877006.86556956, 2876994.46681666, 2876328.38689417, 2876474.48781936, 1091523.08038232, 1091544.40411545, 1093656.79416141, 1094802.25639749, 1095063.80847203, 1093265.87683499, 1091332.92873889, 1089828.29491178, 1087571.368787, 1086255.4866648, 1086879.84771362, 
1087563.78523464, 1088882.17826078, 1088882.97460246, 1090201.31680155, 1090193.73089377, 1091523.08038232))),21805220.7134707,0,48360.6986562542,0,1,TRUE,283.976878612717,90.7267221801665,56.579
"27123037403","Census Tract 374.03; Ramsey County; Minnesota",66615,7735,28.3,317700,3.17,2417,0.430510665804783,0.16677440206852,0.0306399482870071,0.37207498383969,0.0078003120124805,0.0343213728549142,0.127301092043682,0.0171606864274571,0.101404056162246,0.0346333853354134,0.0193447737909516,0.0989079563182527,0.0886115444617785,0.244305772230889,0.160686427457098,0.0514820592823713,0.0140405616224649,0.476210177906496,0.523789822093504,0.243438914027149,0.509631544925663,0,0.206981254040078,0,0.00917905623787977,0.0307692307692308,list(list(c(2876584.95708199, 2877265.42964326, 2877729.32515309, 2877609.1567072, 2877846.47746881, 2877989.93302838, 2878198.36846779, 2878681.63832159, 2879687.23505316, 2879772.54879372, 2881220.36343384, 2881611.91163719, 2882295.09946096, 2882325.84284824, 2882368.52333182, 2882383.12946272, 2882412.06864658, 2882443.61048895, 2882445.03968945, 2882528.29231045, 2882696.18274061, 2882673.90111505, 2882065.1878556, 2881208.78031312, 2881068.48879285, 2879998.45584161, 2879814.32363567, 2878914.43682066, 
2876756.94648415, 2876064.4350289, 2876584.95708199, 1035691.92766362, 1035852.80867978, 1036344.37388257, 1037103.5123286, 1037721.44615521, 1037808.11680597, 1038112.14497162, 1038299.51559046, 1038202.95532971, 1038063.97324024, 1038593.38771364, 1038270.71761123, 1038688.11644324, 1037247.54964069, 1035145.7277161, 1034307.66808222, 1031994.57559278, 1029489.00623595, 1029371.61986727, 1026747.09447107, 1019217.47185567, 1018918.9536395, 1018910.8190626, 1021827.47881083, 1022948.40053007, 1026694.92647358, 
1027914.13974368, 1030751.99140287, 1034058.34164707, 1034818.69987737, 1035691.92766362))),61360853.6203349,0,2425.87402868644,0,2,TRUE,262.50505050505,24.3438914027149,66.615
"27123042800","Census Tract 428; Ramsey County; Minnesota",42173,3035,24.1,216300,3.11,937,0.467874794069193,0.132784184514003,0.00494233937397035,0.394398682042834,0.0208333333333333,0.0151515151515152,0.0587121212121212,0.00473484848484848,0.071969696969697,0.0482954545454545,0.0123106060606061,0.00852272727272727,0.112689393939394,0.452651515151515,0.140151515151515,0.0160984848484848,0.0378787878787879,0.0971184631803629,0.902881536819637,0.191433278418451,0.567710049423394,0.00131795716639209,0.175617792421746,0,0.00988467874794069,0.0540362438220758,list(list(c(2855674.22465775, 2856076.62175618, 2855776.25393166, 2856244.93044467, 2856101.48544461, 2856079.59073087, 2856078.41610998, 2856000.45973444, 2858154.74263965, 2859328.57825764, 2860084.16155773, 2859956.24796283, 2859856.25333894, 2859927.71934836, 2859665.48239381, 2859043.5972473, 2858052.74241186, 2857276.75628867, 2856711.07384133, 2856554.30734863, 2856454.64524171, 2856070.52230842, 2855674.22465775, 1039344.08182769, 1039672.61287236, 1039888.09404191, 1040736.1872651, 1042323.20886013, 
1043472.93993272, 1044290.37672131, 1045027.85452823, 1045041.31068174, 1045280.35498, 1045187.38801062, 1043119.36611606, 1042333.61868589, 1041913.29150503, 1041911.47133664, 1041516.63185475, 1040794.33216167, 1040304.14281386, 1039285.42102609, 1039083.53402378, 1039365.0118206, 1038999.11908929, 1039344.08182769))),17395308.0328709,1,2826.84522991181,0,5,TRUE,257.022058823529,19.1433278418451,42.173
"27123034702","Census Tract 347.02; Ramsey County; Minnesota",66553,4332,35.7,241000,2.54,1703,0.587026777469991,0.132963988919668,0.0066943674976916,0.27331486611265,0.00357426528991263,0.0742652899126291,0.136616362192216,0.0158856235107228,0.0869737887212073,0.0389197776012708,0.00317712470214456,0.0552025416997617,0.0925337569499603,0.182684670373312,0.168387609213662,0.109213661636219,0.0325655281969817,0.53141514973576,0.46858485026424,0.349953831948292,0.137119113573407,0,0.32617728531856,0,0.137580794090489,0.0491689750692521,list(list(c(2878255.99662347, 2879567.21296688, 2882190.94689959, 2882224.13347713, 2882249.08444377, 2882260.34280412, 2882011.02384516, 2879650.33909408, 2879633.22599199, 2879604.0671747, 2878294.69124492, 2878255.99662347, 1045229.31156937, 1045241.78733805, 1045266.26930453, 1042965.23908847, 1040638.95500664, 1039969.30106239, 1040010.02102313, 1039997.12317256, 1041052.10077335, 1042934.96685201, 1042929.80479821, 1045229.31156937))),16764672.1413789,0,9923.65963946761,0,2,TRUE,290.586956521739,34.9953831948292,66.553
"27123035000","Census Tract 350; Ramsey County; Minnesota",102045,2747,38,457400,2.23,1224,0.519475791772843,0.443392792136877,0.00327630141973062,0.0338551146705497,0.0109953703703704,0.0335648148148148,0.0549768518518519,0.0202546296296296,0.0653935185185185,0.0144675925925926,0.0376157407407407,0.0283564814814815,0.125,0.393518518518519,0.125,0.0376157407407407,0.0532407407407407,0.57516339869281,0.42483660130719,0.861667273389152,0.0138332726610848,0.0109210047324354,0.0174736075718966,0,0.00400436840189297,0.0921004732435384,list(list(c(2836263.39798842, 2837700.62064965, 2837702.83891581, 2838700.3514606, 2838999.89283282, 2840336.81218551, 2840353.80285525, 2840355.29265838, 2839450.11849673, 2838478.68312043, 2837717.52789101, 2836396.81663737, 2836279.21517152, 2836263.39798842, 1038997.44480815, 1039002.38404104, 1038756.29969159, 1038768.55219541, 1038771.94834697, 1038788.44733808, 1037019.56849845, 1036873.37814308, 1036862.71460367, 1036874.75482339, 1036859.78714798, 1036841.79398248, 1036845.72227031, 1038997.44480815
))),8110901.43547773,0,4119.7553230373,1673.78870111698,0,FALSE,278.693548387097,86.1667273389152,102.045
"27123040902","Census Tract 409.02; Ramsey County; Minnesota",82396,4241,31.5,255200,2.47,1715,0.710445649610941,0.105871256779062,0.0124970525819382,0.171186041028059,0.0143914473684211,0.110608552631579,0.278371710526316,0.0341282894736842,0.0645559210526316,0.0600328947368421,0.0287828947368421,0.0563322368421053,0.0423519736842105,0.140625,0.0867598684210526,0.0390625,0.0439967105263158,0.467638483965015,0.532361516034985,0.471586889884461,0.0650789908040556,0.00141476066965338,0.109879745343079,0,0.162697477010139,0.189342136288611,list(list(c(2828896.9528165, 2831532.67117545, 2834180.18337329, 2834252.45893937, 2834365.45173554, 2834418.77176574, 2834645.10963235, 2834552.67611323, 2831702.07269486, 2831645.1055702, 2829014.47284918, 2828953.04336675, 2828917.70045563, 2828896.9528165, 1097555.56788193, 1097584.15584738, 1097569.07087865, 1097571.24700888, 1091654.94021901, 1090863.51639564, 1089686.95261156, 1089683.11653069, 1089656.79284925, 1092305.55546075, 1092270.44597995, 1094908.23757231, 1096532.27846296, 1097555.56788193
))),35535372.8060341,0,48188.651014977,0,2,TRUE,273.484210526316,47.1586889884461,82.396
"27123033000","Census Tract 330; Ramsey County; Minnesota",84728,2087,29.7,215500,2.51,607,0.469094393866794,0.263057019645424,0.0148538572113081,0.252994729276473,0.00527983104540655,0.0517423442449842,0.219640971488912,0.0960929250263992,0.0464625131995776,0.0211193241816262,0,0.0179514255543823,0.122492080253432,0.249208025343189,0.119324181626188,0.0506863780359029,0,0.542009884678748,0.457990115321252,0.37278390033541,0.233349305222808,0.00191662673694298,0.24436990896023,0,0.077144226161955,0.0704360325826545,list(list(c(2859856.25333894, 2859956.24796283, 2860084.16155773, 2860369.83349567, 2860465.80217949, 2860472.66719399, 2860789.15252119, 2861805.3045262, 2861786.54767734, 2861675.62443102, 2861894.1986325, 2861816.34870981, 2862856.43111167, 2863804.90141256, 2864856.10583624, 2864627.4206193, 2863571.24534073, 2863520.50276359, 2863892.12592843, 2864260.50652246, 2863458.06450615, 2863278.55900158, 2862570.3108423, 2862103.28879177, 2861433.90005726, 2861179.40311089, 2860889.65697952, 2859927.71934836, 
2859856.25333894, 1042333.61868589, 1043119.36611606, 1045187.38801062, 1046358.0458844, 1046874.30788404, 1047558.75590248, 1047610.04995532, 1047608.65528068, 1046141.62159055, 1045992.34733204, 1045682.32720051, 1044983.95763518, 1045006.579892, 1045027.12376795, 1045050.33469212, 1044626.98063128, 1044010.50654327, 1042634.99479091, 1042875.82397547, 1042510.64373169, 1042203.32309732, 1042051.07954696, 1041583.69876807, 1041350.57340315, 1041131.23598287, 1041130.94219495, 1041226.87889529, 
1041913.29150503, 1042333.61868589))),17391371.4857239,1,2136.90100541138,0,6,TRUE,239.21582733813,37.278390033541,84.728
"27123042101","Census Tract 421.01; Ramsey County; Minnesota",54057,5219,45.3,155100,1.94,2666,0.686721594175129,0.221115156160184,0,0.0921632496646867,0,0.0537634408602151,0.111397849462366,0.0679569892473118,0.128172043010753,0.0933333333333333,0.0124731182795699,0.061505376344086,0.0761290322580645,0.223655913978495,0.0726881720430108,0.0129032258064516,0.0860215053763441,0.6384096024006,0.3615903975994,0.617359647442039,0.0651465798045603,0.00651465798045603,0.0630388963402951,0,0.0975282621191799,0.15041195631347,list(list(c(2855670.12954964, 2860702.00749114, 2860725.2144513, 2861128.93496374, 2860358.74497961, 2859909.20327523, 2859999.48426157, 2860011.46570392, 2860059.52658191, 2860093.4613851, 2855921.35262361, 2855917.81463351, 2855863.34651155, 2855808.6411725, 2855745.01558733, 2855717.31855711, 2855674.66344501, 2855670.52752985, 2855670.12954964, 1074150.94040148, 1074222.23529209, 1071589.58961737, 1071436.95359185, 1071022.16523339, 1070181.45406107, 1066833.46002237, 1064712.26207855, 1062393.48450496, 
1060762.94472429, 1060731.48035031, 1061244.0873286, 1063362.62400369, 1066000.0085478, 1069950.28278679, 1071513.81837518, 1073972.69215047, 1074138.18314899, 1074150.94040148))),59065024.25384,0,21425.995997763,0,3,TRUE,276.422268907563,61.7359647442039,54.057
"27123030300","Census Tract 303; Ramsey County; Minnesota",99315,5886,40.6,310400,2.28,2573,0.651206252123683,0.286952089704383,0.00815494393476045,0.053686714237173,0.00480192076830732,0.0585234093637455,0.114345738295318,0.0126050420168067,0.0843337334933974,0.0225090036014406,0.0150060024009604,0.0678271308523409,0.146758703481393,0.301020408163265,0.0750300120048019,0.0432172869147659,0.0540216086434574,0.907500971628449,0.0924990283715507,0.809208290859667,0.037037037037037,0.0054366292898403,0.0324498810737343,0,0.0215766224940537,0.0942915392456677,list(list(c(2845425.09398993, 2845836.28561427, 2845583.20252128, 2846406.78222709, 2845552.39169719, 2845489.24011222, 2845479.87063435, 2846800.40077465, 2847310.34541826, 2847741.38063749, 2850748.88922695, 2850747.00657132, 2850739.15712882, 2850743.95607811, 2849859.40009468, 2848580.78677853, 2847595.76099427, 2846179.13656041, 2845523.88322759, 2845425.09398993, 1050633.35480899, 1051277.90168458, 1051748.88236497, 1052768.19497632, 1053484.82497293, 1053759.08032108, 1055399.72236208, 1055398.96834494, 
1055398.86209498, 1055398.6647929, 1055389.03951091, 1052757.63163328, 1050126.89537656, 1049653.68512288, 1049288.75657813, 1048984.95524687, 1048766.36033811, 1048685.48428544, 1048681.54957429, 1050633.35480899))),32720091.6284623,0,14702.5621839042,7922.85768884242,0,FALSE,276.243801652893,80.9208290859667,99.315
"27123037500","Census Tract 375; Ramsey County; Minnesota",122159,5340,41.5,457600,2.5,2108,0.543632958801498,0.316292134831461,0.00355805243445693,0.136516853932584,0.00476889214966985,0.0179750550256787,0.049523110785033,0.0293470286133529,0.0997798972853998,0.0209097578870139,0.037050623624358,0.09501100513573,0.178650036683786,0.29567131327953,0.100880410858401,0.028980190755686,0.041452677916361,0.726280834914611,0.273719165085389,0.744569288389513,0.0730337078651685,0,0.0588014981273408,0,0.00149812734082397,0.122097378277154,list(list(c(2835165.05276415, 2835159.0269447, 2837793.87242805, 2839111.53557904, 2840429.49085193, 2843069.4368294, 2843090.15583748, 2843016.5043105, 2843110.95270616, 2840986.50050385, 2839168.57503076, 2837850.65522997, 2837575.01991168, 2836316.72923359, 2835815.36794524, 2835170.63636288, 2835165.05276415, 1028293.49000329, 1028977.78221872, 1028992.47363832, 1029001.76774263, 1029007.86543114, 1029030.9219614, 1026896.76701998, 1025195.5155747, 1024805.27474194, 1023371.37723476, 1023344.50094734, 
1023325.7247047, 1023396.96527045, 1025319.6380253, 1026335.50788732, 1027653.6748082, 1028293.49000329))),38276455.8436078,0,2765.85373374136,3105.95603557266,0,FALSE,280.051282051282,74.4569288389513,122.159
"27123035800","Census Tract 358; Ramsey County; Minnesota",82324,2828,40.8,423400,1.67,1603,0.567892503536068,0.342998585572843,0.00742574257425743,0.0816831683168317,0.00797448165869218,0.0233918128654971,0.0675172780435938,0.0547581073896863,0.0489101541733121,0.012227538543328,0.0127591706539075,0.11270600744285,0.153641679957469,0.283891547049442,0.0956937799043062,0.0839978734715577,0.0425305688463583,0.520898315658141,0.479101684341859,0.834865629420085,0.0378359264497878,0,0.0325318246110325,0,0.00565770862800566,0.0891089108910891,list(list(c(2850243.23171518, 2852217.41376256, 2853532.62614578, 2854425.91138644, 2854638.33765053, 2855579.19802433, 2855776.25393166, 2856076.62175618, 2855674.22465775, 2856070.52230842, 2856454.64524171, 2856554.30734863, 2856563.84402726, 2855106.38312917, 2854571.24403391, 2853546.57764198, 2853552.69897756, 2852460.01594436, 2850929.34601682, 2850603.83128312, 2850275.82929825, 2850267.66666485, 2850256.23546547, 2850243.23171518, 1037654.98299912, 1037774.19541121, 1037793.1169977, 1038347.15132042, 
1038385.55450014, 1038940.88460554, 1039888.09404191, 1039672.61287236, 1039344.08182769, 1038999.11908929, 1039365.0118206, 1039083.53402378, 1039040.25042074, 1037467.8297245, 1037029.58835167, 1037029.78536448, 1036487.68448574, 1035875.75761928, 1034828.24022023, 1035141.96823879, 1035325.5112474, 1036067.02816569, 1036993.72957937, 1037654.98299912))),10165100.8824346,1,2762.3626030371,0,1,TRUE,273.910256410256,83.4865629420085,82.324
"27123031500","Census Tract 315; Ramsey County; Minnesota",50110,3193,28.4,211000,3.24,984,0.58315064202944,0.211399937362982,0.00626370184779204,0.199185718759787,0.0050761421319797,0.0804931109499637,0.116026105873822,0.0558375634517767,0.102248005801305,0.0326323422770123,0.00797679477882524,0.138506163886875,0.0638143582306019,0.19361856417694,0.129079042784627,0.0616388687454677,0.0130529369108049,0.449186991869919,0.550813008130081,0.263388662699655,0.204196680238021,0.00563733166301284,0.383651738177263,0,0.0829940494832446,0.0601315377388036,list(list(c(2861786.54767734, 2861805.3045262, 2862467.4536108, 2863776.99851164, 2863776.82131964, 2864429.15019533, 2865507.91668494, 2866394.91503253, 2866386.86447747, 2864831.49273976, 2864856.10583624, 2863804.90141256, 2862856.43111167, 2861816.34870981, 2861894.1986325, 2861675.62443102, 2861786.54767734, 1046141.62159055, 1047608.65528068, 1047624.47435923, 1047656.00795536, 1047671.68418193, 1047685.99525679, 1047709.18789647, 1047730.60797037, 1046011.37872407, 1045895.94928882, 1045050.33469212, 
1045027.12376795, 1045006.579892, 1044983.95763518, 1045682.32720051, 1045992.34733204, 1046141.62159055))),10717645.0477313,0,5310.63341037236,0,1,TRUE,257.215909090909,26.3388662699655,50.11
"27123035700","Census Tract 357; Ramsey County; Minnesota",127109,2749,35.3,645800,2.5,1095,0.591124045107312,0.377591851582394,0.0200072753728629,0.0112768279374318,0,0.0913738019169329,0.0971246006389776,0.00638977635782748,0.0447284345047923,0.055591054313099,0.012779552715655,0.0798722044728434,0.128434504792332,0.341214057507987,0.106709265175719,0.0204472843450479,0.0153354632587859,0.600913242009132,0.399086757990868,0.865769370680247,0.0345580210985813,0.00982175336485995,0.00727537286285922,0,0.00436522371771553,0.0782102582757366,list(list(c(2845646.65078779, 2848285.7335869, 2850267.66666485, 2850275.82929825, 2850603.83128312, 2850929.34601682, 2850435.94313176, 2850361.81837315, 2848308.49748632, 2847961.74113967, 2845671.43255242, 2845646.65078779, 1036055.10318509, 1036052.92345101, 1036067.02816569, 1035325.5112474, 1035141.96823879, 1034828.24022023, 1034493.37030535, 1034352.93675402, 1034339.52897121, 1034337.69122321, 1034326.41583238, 1036055.10318509))),8266860.5512476,0,4030.23055729197,188.03098277561,0,FALSE,276.927536231884,86.5769370680247,127.109
